index,publishing_year,book_name,author,language_code,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,publisher,units_sold,operating_cost
158,2012,Beautiful Ruins,Jess Walter,eng,Intermediate,3.67,116053.0,Fiction,9818.45,5891.07,14.99,Random House LLC,655.0,3927.380000000001
159,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,en-US,Intermediate,3.69,110873.0,Fiction,3243.5,0.0,4.99,"Amazon Digital Services,  Inc.",650.0,3243.5
160,1999,On Writing: A Memoir of the Craft,Stephen King,eng,Intermediate,4.31,131481.0,Fiction,1943.5,0.0,2.99,"Amazon Digital Services,  Inc.",650.0,1943.5
161,2008,Firefly Lane,Kristin Hannah,en-US,Intermediate,4.04,121966.0,Fiction,3218.55,0.0,4.99,"Amazon Digital Services,  Inc.",645.0,3218.55
162,1987,Sphere,Michael Crichton,eng,Intermediate,3.77,128244.0,Fiction,4473.6,2684.16,6.99,Random House LLC,640.0,1789.4400000000005
163,2008,Love the One You're With,Emily Giffin,en-US,Intermediate,3.7,124812.0,Fiction,5663.7,3398.22,8.99,Simon and Schuster Digital Sales Inc,630.0,2265.48
164,2014,The Silkworm,"Robert Galbraith, J.K. Rowling",eng,Intermediate,4.03,120008.0,Fiction,608.85,0.0,0.99,"Amazon Digital Services,  Inc.",615.0,608.85
165,1985,The Vampire Lestat,Anne Rice,eng,Intermediate,4.05,141299.0,Fiction,603.9,362.34,0.99,"Amazon Digital Services,  Inc.",610.0,241.56
166,2011,State of Wonder,Ann Patchett,eng,Intermediate,3.85,124837.0,Fiction,1210.0,0.0,2.0,"Amazon Digital Services,  Inc.",605.0,1210.0
167,2008,The Silver Linings Playbook,Matthew Quick,en-US,Intermediate,4.0,110939.0,Fiction,594.0,0.0,0.99,"Amazon Digital Services,  Inc.",600.0,594.0
168,1869,Vingt Mille Lieues Sous les Mers,"Jules Verne, Anthony Bonner",eng,Intermediate,3.86,121112.0,Fiction,3540.25,0.0,5.95,"Amazon Digital Services,  Inc.",595.0,3540.25
169,2005,The Constant Princess,Philippa Gregory,en-US,Intermediate,3.88,124786.0,Fiction,3564.05,2138.43,5.99,Penguin Group (USA) LLC,595.0,1425.6200000000003
170,1925,Mrs Dalloway,"Virginia Woolf, Maureen Howard",en-US,Intermediate,3.78,136327.0,Fiction,1174.1,704.46,1.99,"Amazon Digital Services,  Inc.",590.0,469.6399999999999
171,2009,HundraÃ¥ringen som klev ut genom fÃ¶nstret och fÃ¶rsvann,"Jonas Jonasson, Rod Bradbury",en-GB,Intermediate,3.81,92275.0,Fiction,5200.65,3120.39,8.89,Macmillan,585.0,2080.2599999999998
172,1998,Bag of Bones,Stephen King,en-US,Intermediate,3.87,131004.0,Fiction,569.25,0.0,0.99,"Amazon Digital Services,  Inc.",575.0,569.25
173,1985,The Cider House Rules,John Irving,eng,Intermediate,4.1,124876.0,Fiction,1134.3,0.0,1.99,"Amazon Digital Services,  Inc.",570.0,1134.3
174,1984,Thinner,"Richard Bachman, Stephen King",en-GB,Intermediate,3.66,130219.0,Fiction,1659.45,0.0,2.99,"Amazon Digital Services,  Inc.",555.0,1659.45
175,1872,Le tour du monde en quatre-vingts jours,"Jules Verne, Michael Glencross, Brian W. Aldiss",eng,Intermediate,3.9,117108.0,Fiction,4434.45,2660.67,7.99,Penguin Group (USA) LLC,555.0,1773.7799999999997
176,1994,Walk Two Moons,Sharon Creech,eng,Intermediate,3.95,129350.0,Non-Fiction,544.5,326.7,0.99,"Amazon Digital Services,  Inc.",550.0,217.8
177,2003,Onze minutos,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.69,102206.0,Fiction,534.6,0.0,0.99,"Amazon Digital Services,  Inc.",540.0,534.6
178,1953,Nine Stories,J.D. Salinger,eng,Intermediate,4.19,105138.0,Fiction,2154.6,0.0,3.99,"Amazon Digital Services,  Inc.",540.0,2154.6
179,2005,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,eng,Intermediate,3.67,121373.0,Non-Fiction,1599.65,959.79,2.99,Random House LLC,535.0,639.8600000000001
180,2007,Unwind,Neal Shusterman,eng,Intermediate,4.18,143892.0,Fiction,524.7,314.82,0.99,Macmillan,530.0,209.88000000000005
181,1996,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,eng,Intermediate,4.34,123736.0,Non-Fiction,1024.85,614.91,1.99,"Amazon Digital Services,  Inc.",515.0,409.93999999999994
182,2013,Prodigy,Marie Lu,eng,Intermediate,4.29,149702.0,Fiction,1524.9,0.0,2.99,"Amazon Digital Services,  Inc.",510.0,1524.9
183,1603,The Tragedie of King Lear,William Shakespeare,eng,Intermediate,3.89,135448.0,Fiction,2014.95,1208.97,3.99,"Amazon Digital Services,  Inc.",505.0,805.98
184,1949,Death of a Salesman,Arthur Miller,eng,Beginner,3.49,132061.0,Fiction,5433.18,3259.908,10.91,Penguin Group (USA) LLC,498.0,2173.2720000000004
185,2007,The Choice,Nicholas Sparks,en-US,Intermediate,3.99,93479.0,Fiction,1483.04,0.0,2.99,"Amazon Digital Services,  Inc.",496.0,1483.04
187,1929,The Sound and the Fury,William Faulkner,eng,Intermediate,3.86,124665.0,Fiction,2445.1,1467.06,4.99,Hachette Book Group,490.0,978.04
188,2005,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,eng,Intermediate,4.02,106211.0,Fiction,483.12,289.872,0.99,"Amazon Digital Services,  Inc.",488.0,193.248
189,2002,BLEACHâ€•ãƒ–ãƒªãƒ¼ãƒâ€•ã€€1,Tite Kubo,eng,Intermediate,4.21,120004.0,Fiction,2605.92,1563.552,5.34,Penguin Group (USA) LLC,488.0,1042.3680000000002
191,1992,The Shadow Rising ,Robert Jordan,en-US,Intermediate,4.21,122524.0,Non-Fiction,2057.58,1234.548,4.26,HarperCollins Publishing,483.0,823.0319999999999
192,2003,Shantaram,Gregory David Roberts,eng,Intermediate,4.26,95213.0,Fiction,476.19,0.0,0.99,"Amazon Digital Services,  Inc.",481.0,476.19
193,2008,From Dead to Worse,Charlaine Harris,eng,Intermediate,4.01,151095.0,Fiction,475.2,285.12,0.99,"Amazon Digital Services,  Inc.",480.0,190.07999999999998
194,1991,The Waste Lands,"Stephen King, Ned Dameron",eng,Intermediate,4.24,117483.0,Fiction,1429.22,0.0,2.99,"Amazon Digital Services,  Inc.",478.0,1429.22
195,1997,The Bone Collector,Jeffery Deaver,en-US,Intermediate,4.18,120541.0,Fiction,5253.22,3151.932,10.99,Random House LLC,478.0,2101.2880000000005
196,1995,Der Vorleser,"Bernhard Schlink, Carol Brown Janeway",eng,Intermediate,3.73,119911.0,Fiction,1423.24,0.0,2.99,"Amazon Digital Services,  Inc.",476.0,1423.24
197,1967,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle",eng,Intermediate,4.19,125668.0,Fiction,2375.24,1425.144,4.99,Hachette Book Group,476.0,950.0959999999998
198,1989,Hyperion,Dan Simmons,eng,Intermediate,4.21,122225.0,Fiction,470.25,0.0,0.99,"Amazon Digital Services,  Inc.",475.0,470.25
199,1947,The Pearl of the World,John Steinbeck,eng,Beginner,3.41,133264.0,Fiction,470.25,282.15,0.99,"Amazon Digital Services,  Inc.",475.0,188.10000000000002
200,1971,The Exorcist,William Peter Blatty,en-US,Intermediate,4.14,124467.0,Fiction,1399.32,0.0,2.99,"Amazon Digital Services,  Inc.",468.0,1399.32
201,2009,The Short Second Life of Bree Tanner,Stephenie Meyer,eng,Intermediate,3.51,145874.0,Fiction,461.34,0.0,0.99,"Amazon Digital Services,  Inc.",466.0,461.34
202,1994,Snow Falling on Cedars,David Guterson,eng,Intermediate,3.8,131945.0,Fiction,1393.34,0.0,2.99,"Amazon Digital Services,  Inc.",466.0,1393.34
203,1976,Roots,Alex Haley,en-US,,4.42,118951.0,Fiction,460.35,276.21,0.99,Macmillan,465.0,184.14000000000004
204,1988,Batman: The Killing Joke ,"Alan Moore, Brian Bolland, Tim Sale",eng,Intermediate,4.36,113855.0,Fiction,455.4,273.24,0.99,Random House LLC,460.0,182.15999999999997
205,1952,Invisible Man,Ralph Ellison,eng,Intermediate,3.84,123073.0,Fiction,455.4,0.0,0.99,"Amazon Digital Services,  Inc.",460.0,455.4
206,2007,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah,en-US,Intermediate,4.14,116260.0,Fiction,3643.44,0.0,7.99,"Amazon Digital Services,  Inc.",456.0,3643.44
208,1982,Different Seasons,Stephen King,eng,Intermediate,4.34,105961.0,Fiction,5000.45,3000.27,10.99,Simon and Schuster Digital Sales Inc,455.0,2000.1799999999998
211,2012,Wool Omnibus,Hugh Howey,eng,Intermediate,4.24,81982.0,Fiction,2250.49,1350.294,4.99,Penguin Group (USA) LLC,451.0,900.1959999999997
212,2002,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,en-US,Intermediate,4.26,118576.0,Fiction,4792.5,2875.5,10.65,Random House LLC,450.0,1917.0
213,1997,The Power of Now,Eckhart Tolle,eng,Intermediate,4.1,104549.0,Fiction,4771.2,2862.72,10.65,Penguin Group (USA) LLC,448.0,1908.48
214,2012,Let's Pretend This Never Happened (A Mostly True Memoir),Jenny  Lawson,eng,Intermediate,3.9,118475.0,Fiction,443.52,266.112,0.99,"Amazon Digital Services,  Inc.",448.0,177.40799999999996
215,2006,The Lies of Locke Lamora,Scott Lynch,eng,Intermediate,4.3,118751.0,Fiction,1324.57,794.742,2.99,Simon and Schuster Digital Sales Inc,443.0,529.828
216,1995,Sabriel,Garth Nix,en-US,Intermediate,4.17,137047.0,Fiction,8811.18,5286.708,19.98,Random House LLC,441.0,3524.4720000000007
217,2009,Dead and Gone,Charlaine Harris,eng,Intermediate,4.01,145157.0,Fiction,2175.64,1305.384,4.99,Random House LLC,436.0,870.2559999999999
218,2013,The Storyteller,Jodi Picoult,eng,Intermediate,4.26,109313.0,Fiction,430.65,0.0,0.99,"Amazon Digital Services,  Inc.",435.0,430.65
219,2011,Obsidian,Jennifer L. Armentrout,eng,Intermediate,4.23,164832.0,Fiction,5191.67,3115.002,11.99,Penguin Group (USA) LLC,433.0,2076.668
220,1982,"Life, the Universe and Everything",Douglas Adams,eng,Intermediate,4.19,131562.0,Fiction,2593.67,1556.202,5.99,Hachette Book Group,433.0,1037.468
221,2013,Crown of Midnight,Sarah J. Maas,en-CA,,4.49,160485.0,Fiction,426.69,256.014,0.99,"Amazon Digital Services,  Inc.",431.0,170.676
222,2004,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,eng,Intermediate,4.18,126864.0,Fiction,425.7,255.42,0.99,Random House LLC,430.0,170.28
223,2008,Half Broke Horses: A True Life Novel,Jeannette Walls,eng,Intermediate,4.05,110597.0,Fiction,5107.74,3064.644,11.99,Penguin Group (USA) LLC,426.0,2043.096
224,1987,Mort,Terry Pratchett,eng,Intermediate,4.22,128450.0,Fiction,3821.22,2292.732,8.97,"Amazon Digital Services,  Inc.",426.0,1528.4879999999998
225,2010,"The Iron King (The Iron Fey, #1) ",Julie Kagawa,eng,Intermediate,3.92,158063.0,Fiction,420.75,252.45,0.99,Macmillan,425.0,168.3
226,1985,Lonesome Dove,Larry McMurtry,en-US,,4.47,111498.0,Fiction,1687.77,0.0,3.99,"Amazon Digital Services,  Inc.",423.0,1687.77
227,2003,Stiff: The Curious Lives of Human Cadavers,Mary Roach,eng,Intermediate,4.05,122502.0,Non-Fiction,4473.0,2683.8,10.65,Random House LLC,420.0,1789.1999999999998
228,2011,Bloodlines,Richelle Mead,en-US,Intermediate,4.22,140599.0,Fiction,413.82,248.292,0.99,Macmillan,418.0,165.528
229,1998,Ender's Shadow,Orson Scott Card,eng,Intermediate,4.3,115521.0,Non-Fiction,411.84,0.0,0.99,"Amazon Digital Services,  Inc.",416.0,411.84
230,2009,Twenties Girl,Sophie Kinsella,eng,Intermediate,3.82,119105.0,Fiction,2070.85,1242.51,4.99,Random House LLC,415.0,828.3399999999999
231,1982,Schindler's Ark,Thomas Keneally,eng,Intermediate,4.34,108338.0,Fiction,2537.9,1522.74,6.19,"Amazon Digital Services,  Inc.",410.0,1015.1600000000001
232,1970,The Bluest Eye,Toni Morrison,eng,Intermediate,3.99,109944.0,Fiction,1219.92,0.0,2.99,"Amazon Digital Services,  Inc.",408.0,1219.92
233,2009,The White Queen,Philippa Gregory,eng,Intermediate,3.9,119739.0,Fiction,1685.04,1011.024,4.13,"Amazon Digital Services,  Inc.",408.0,674.016
234,1965,The Autobiography of Malcolm X,"Malcolm X, Alex Haley",eng,Intermediate,4.29,124805.0,Non-Fiction,2025.94,1215.564,4.99,Random House LLC,406.0,810.376
235,1989,Preludes & Nocturnes,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",eng,Intermediate,4.3,122540.0,Non-Fiction,2251.8,1351.08,5.56,"Amazon Digital Services,  Inc.",405.0,900.7200000000003
236,1999,Seabiscuit,Laura Hillenbrand,en-US,Intermediate,4.2,111497.0,Fiction,1007.5,604.5,2.5,HarperCollins Publishers,403.0,403.0
237,2003,Shutter Island,Dennis Lehane,eng,Intermediate,4.07,113718.0,Fiction,4270.65,2562.39,10.65,Penguin Group (USA) LLC,401.0,1708.2599999999998
238,1894,The Complete Sherlock Holmes,Arthur Conan Doyle,eng,,4.5,109754.0,Fiction,3180.02,1908.012,7.99,Penguin Group (USA) LLC,398.0,1272.008
239,1599,The Tragedy of Julius Caesar,"William Shakespeare, Roma Gill",eng,Intermediate,3.65,119933.0,Fiction,392.04,235.224,0.99,"Amazon Digital Services,  Inc.",396.0,156.81600000000003
240,2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,eng,Intermediate,3.81,110481.0,Fiction,392.04,235.224,0.99,"Amazon Digital Services,  Inc.",396.0,156.81600000000003
242,1593,The Taming of the Shrew,William Shakespeare,en-US,Intermediate,3.81,126318.0,Non-Fiction,2726.1,1635.66,6.99,Hachette Book Group,390.0,1090.4399999999998
243,2014,Cress,Marissa Meyer,eng,,4.46,162069.0,Non-Fiction,1154.14,692.484,2.99,Macmillan,386.0,461.65600000000006
244,2010,Just Kids,Patti Smith,en-US,Intermediate,4.14,106542.0,Fiction,766.15,459.69,1.99,Random House LLC,385.0,306.46
246,2001,Jemima J,Jane Green,en-US,Intermediate,3.62,101436.0,Fiction,758.19,0.0,1.99,"Amazon Digital Services,  Inc.",381.0,758.19
247,1831,Notre-Dame de Paris,"Victor Hugo, Walter J. Cobb",eng,Intermediate,3.97,119851.0,Non-Fiction,3013.71,1808.226,7.91,"Amazon Digital Services,  Inc.",381.0,1205.484
248,1996,A Fine Balance,Rohinton Mistry,eng,Intermediate,4.34,99252.0,Fiction,1136.2,681.72,2.99,Simon and Schuster Digital Sales Inc,380.0,454.48
249,1987,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau",en-US,,4.61,117788.0,Non-Fiction,1886.22,1131.732,4.99,Penguin Group (USA) LLC,378.0,754.488
250,2006,Specials,Scott Westerfeld,eng,Intermediate,3.77,139168.0,Fiction,1124.24,674.544,2.99,"Amazon Digital Services,  Inc.",376.0,449.696
251,1899,The Awakening,Kate Chopin,eng,Intermediate,3.63,125474.0,Fiction,371.25,0.0,0.99,"Amazon Digital Services,  Inc.",375.0,371.25
252,2009,Hunted,"P.C. Cast, Kristin Cast",eng,Intermediate,3.93,138103.0,Fiction,1871.25,1122.75,4.99,Random House LLC,375.0,748.5
253,2006,For One More Day,Mitch Albom,en-US,Intermediate,4.09,102193.0,Fiction,1488.27,0.0,3.99,"Amazon Digital Services,  Inc.",373.0,1488.27
254,1989,Clear and Present Danger,Tom Clancy,eng,Intermediate,4.08,105317.0,Fiction,1115.27,669.162,2.99,Hachette Book Group,373.0,446.10799999999995
255,1996,Falling Up,Shel Silverstein,en-US,Intermediate,4.33,111779.0,Fiction,366.3,0.0,0.99,"Amazon Digital Services,  Inc.",370.0,366.3
257,1993,Trainspotting,"Irvine Welsh, Eric Lindor Fall",fre,Intermediate,4.07,59453.0,Fiction,1100.32,660.192,2.99,Random House LLC,368.0,440.12799999999993
258,1952,Foundation and Empire,Isaac Asimov,eng,Intermediate,4.2,105595.0,Fiction,1094.34,0.0,2.99,"Amazon Digital Services,  Inc.",366.0,1094.34
260,2010,House Rules,Jodi Picoult,en-US,Intermediate,4.01,111239.0,Non-Fiction,4084.35,2450.61,11.19,HarperCollins Publishers,365.0,1633.7399999999998
261,1812,BrÃ¼der Grimm: Kinder- und HausmÃ¤rchen,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",eng,Intermediate,4.31,116324.0,Fiction,1811.37,0.0,4.99,"Amazon Digital Services,  Inc.",363.0,1811.37
262,1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,eng,Intermediate,4.15,134537.0,Fiction,1085.37,651.222,2.99,"Amazon Digital Services,  Inc.",363.0,434.1479999999999
263,2013,Doctor Sleep,Stephen King,eng,Intermediate,4.1,95276.0,Fiction,357.39,214.434,0.99,"Amazon Digital Services,  Inc.",361.0,142.956
264,1998,About a Boy,Nick Hornby,en-US,Intermediate,3.79,101999.0,Fiction,1079.39,647.634,2.99,Penguin Group (USA) LLC,361.0,431.7560000000001
265,2012,On Dublin Street,Samantha Young,eng,Intermediate,4.24,136761.0,Non-Fiction,3905.78,2343.468,10.91,Random House LLC,358.0,1562.3120000000004
266,2008,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin",eng,Intermediate,4.15,106351.0,Fiction,1064.44,638.664,2.99,Macmillan,356.0,425.77600000000007
269,1902,The Story of My Life,Helen Keller,eng,Intermediate,4.07,107313.0,Non-Fiction,347.49,208.494,0.99,"Amazon Digital Services,  Inc.",351.0,138.996
270,2009,This Is Where I Leave You,Jonathan Tropper,eng,Intermediate,3.88,98645.0,Fiction,346.5,0.0,0.99,"Amazon Digital Services,  Inc.",350.0,346.5
271,2010,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,en-US,Intermediate,3.7,106336.0,Fiction,344.52,0.0,0.99,"Amazon Digital Services,  Inc.",348.0,344.52
272,1999,ãƒ•ãƒ«ãƒ¼ãƒ„ãƒã‚¹ã‚±ãƒƒãƒˆ 1,"Natsuki Takaya, Alethea Nibley, Athena Nibley",eng,Intermediate,4.23,118467.0,Non-Fiction,1031.55,618.93,2.99,Simon and Schuster Digital Sales Inc,345.0,412.62
273,1623,The Tempest,William Shakespeare,en-US,Intermediate,3.8,125178.0,Fiction,1025.57,0.0,2.99,"Amazon Digital Services,  Inc.",343.0,1025.57
274,2010,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast",eng,Intermediate,3.98,120763.0,Fiction,1019.59,0.0,2.99,"Amazon Digital Services,  Inc.",341.0,1019.59
275,1997,Wizard and Glass,"Stephen King, Dave McKean",eng,Intermediate,4.24,105026.0,Fiction,1019.59,611.754,2.99,Simon and Schuster Digital Sales Inc,341.0,407.836
276,2013,The Circle,Dave Eggers,eng,Beginner,3.46,109412.0,Fiction,3872.6,2323.56,11.39,Penguin Group (USA) LLC,340.0,1549.04
277,2007,The Invention of Hugo Cabret,Brian Selznick,eng,Intermediate,4.23,132159.0,Fiction,1686.62,0.0,4.99,"Amazon Digital Services,  Inc.",338.0,1686.62
278,1932,Brave New World/Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",eng,Intermediate,4.16,108124.0,Fiction,1676.64,0.0,4.99,"Amazon Digital Services,  Inc.",336.0,1676.64
279,2003,æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 1,Bisco Hatori,eng,,4.36,113881.0,Fiction,666.65,399.99,1.99,HarperCollins Publishers,335.0,266.65999999999997
280,2014,The Good Girl,Mary Kubica,eng,Intermediate,3.81,100936.0,Fiction,2620.72,1572.432,7.99,Random House LLC,328.0,1048.2879999999998
281,2012,"Fallen Too Far (Too Far, #1)",Abbi Glines,eng,,4.21,138871.0,Fiction,2875.32,1725.192,8.82,Penguin Group (USA) LLC,326.0,1150.1280000000002
282,2014,Landline,Rainbow Rowell,eng,Intermediate,3.55,113805.0,Fiction,1300.74,0.0,3.99,"Amazon Digital Services,  Inc.",326.0,1300.74
283,2008,Tempted,"P.C. Cast, Kristin Cast",eng,Intermediate,3.96,127387.0,Fiction,2759.25,1655.55,8.49,HarperCollins Publishers,325.0,1103.7
284,2005,No Country for Old Men,Cormac McCarthy,eng,,4.12,100513.0,Fiction,1611.77,967.062,4.99,Simon and Schuster Digital Sales Inc,323.0,644.708
285,2009,Wolf Hall,Hilary Mantel,eng,Intermediate,3.85,102936.0,Fiction,2468.49,1481.094,7.69,Penguin Group (USA) LLC,321.0,987.3959999999997
286,1986,Howl's Moving Castle,Diana Wynne Jones,eng,,4.3,123945.0,Fiction,950.82,0.0,2.99,"Amazon Digital Services,  Inc.",318.0,950.82
287,2001,Dreamcatcher,"Stephen King, William Olivier Desmond",fre,Intermediate,3.59,115855.0,Fiction,1576.84,0.0,4.99,"Amazon Digital Services,  Inc.",316.0,1576.84
289,1989,The Remains of the Day,Kazuo Ishiguro,eng,,4.1,105892.0,Non-Fiction,1874.87,1124.922,5.99,Random House LLC,313.0,749.9479999999999
290,2010,The Best of Me,Nicholas Sparks,en-US,Intermediate,3.91,103915.0,Fiction,307.89,184.734,0.99,"Amazon Digital Services,  Inc.",311.0,123.15599999999998
291,2011,The Sense of an Ending,Julian Barnes,eng,Intermediate,3.7,94968.0,Fiction,306.9,0.0,0.99,"Amazon Digital Services,  Inc.",310.0,306.9
292,1982,A is for Alibi,Sue Grafton,en-US,Intermediate,3.82,116026.0,Fiction,616.9,370.14,1.99,"Amazon Digital Services,  Inc.",310.0,246.76
294,2009,Shanghai Girls,Lisa See,eng,Intermediate,3.87,106729.0,Non-Fiction,2152.92,1291.752,6.99,Penguin Group (USA) LLC,308.0,861.1680000000001
295,1908,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",eng,Intermediate,3.98,124612.0,Fiction,10327.3,6196.38,33.86,Penguin Group (USA) LLC,305.0,4130.919999999999
296,2014,To All the Boys I've Loved Before,Jenny Han,eng,,4.11,136938.0,Non-Fiction,598.99,0.0,1.99,"Amazon Digital Services,  Inc.",301.0,598.99
297,2000,Persepolis,"Marjane Satrapi, Mattias Ripa",eng,,4.23,117103.0,Fiction,1487.02,892.212,4.99,Random House LLC,298.0,594.808
298,1908,A Room with a View,E.M. Forster,eng,Intermediate,3.91,109994.0,Fiction,891.02,0.0,2.99,"Amazon Digital Services,  Inc.",298.0,891.02
299,2010,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,en-US,Intermediate,3.86,136736.0,Fiction,1181.04,0.0,3.99,"Amazon Digital Services,  Inc.",296.0,1181.04
300,2008,Lock and Key,Sarah Dessen,eng,,4.01,120475.0,Non-Fiction,885.04,531.024,2.99,"Amazon Digital Services,  Inc.",296.0,354.01599999999996
301,1995,Naked in Death,J.D. Robb,en-US,,4.13,78028.0,Fiction,1772.95,1063.77,6.01,HarperCollins Publishers,295.0,709.1800000000001
302,1994,The Chamber,John Grisham,eng,Intermediate,3.76,102715.0,Fiction,292.05,0.0,0.99,"Amazon Digital Services,  Inc.",295.0,292.05
303,2008,Midnight Sun (Partial Draft),Stephenie Meyer,eng,,4.03,138118.0,Fiction,290.07,0.0,0.99,"Amazon Digital Services,  Inc.",293.0,290.07
304,1999,NARUTO -ãƒŠãƒ«ãƒˆ- å·»ãƒŽä¸€ ,"Masashi Kishimoto, Katy Bridges",eng,,4.35,104633.0,Non-Fiction,288.09,172.854,0.99,HarperCollins Christian Publishing,291.0,115.23599999999996
305,2012,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,eng,Intermediate,3.89,94012.0,Fiction,3694.6,2216.76,12.74,Hachette Book Group,290.0,1477.8399999999997
306,2012,Every Day,David Levithan,eng,Intermediate,3.99,121863.0,Fiction,1149.12,689.472,3.99,"Amazon Digital Services,  Inc.",288.0,459.6479999999999
307,1991,Xenocide,Orson Scott Card,eng,Intermediate,3.77,104467.0,Fiction,1707.15,1024.29,5.99,Simon and Schuster Digital Sales Inc,285.0,682.8600000000001
308,1596,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",eng,Intermediate,3.78,115621.0,Fiction,427.5,0.0,1.5,"Amazon Digital Services,  Inc.",285.0,427.5
309,1975,ShÅgun,James Clavell,eng,,4.37,104339.0,Fiction,2071.56,1242.936,7.32,Hachette Book Group,283.0,828.624
310,2006,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,eng,,4.45,134249.0,Fiction,1412.17,847.302,4.99,Simon and Schuster Digital Sales Inc,283.0,564.868
311,2015,A Court of Thorns and Roses,Sarah J. Maas,eng,,4.29,167848.0,Non-Fiction,3650.19,2190.114,12.99,"Amazon Digital Services,  Inc.",281.0,1460.076
313,1989,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",eng,,4.21,105192.0,Fiction,1097.25,658.35,3.99,Simon and Schuster Digital Sales Inc,275.0,438.9
314,2009,Smile,Raina Telgemeier,eng,,4.19,98628.0,Fiction,2618.07,1570.842,9.59,HarperCollins Publishers,273.0,1047.228
315,1950, Animal Farm & 1984,"George Orwell, Christopher Hitchens",eng,,4.26,116197.0,Fiction,267.3,0.0,0.99,"Amazon Digital Services,  Inc.",270.0,267.3
316,1996,The Deep End of the Ocean,Jacquelyn Mitchard,en-US,Intermediate,3.84,102733.0,Fiction,267.3,0.0,0.99,"Amazon Digital Services,  Inc.",270.0,267.3
317,2001,The Bonesetter's Daughter,Amy Tan,en-US,Intermediate,3.98,99926.0,Non-Fiction,263.34,0.0,0.99,"Amazon Digital Services,  Inc.",266.0,263.34
318,1999,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,eng,Intermediate,3.74,112733.0,Fiction,997.5,0.0,3.75,"Amazon Digital Services,  Inc.",266.0,997.5
319,2012,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,eng,Intermediate,3.75,110552.0,Fiction,1719.85,1031.91,6.49,Hachette Book Group,265.0,687.9399999999998
320,1979,Flowers in the Attic,V.C. Andrews,eng,Intermediate,3.79,109063.0,Children,1877.82,1126.692,7.14,"Amazon Digital Services,  Inc.",263.0,751.1279999999999
321,2016,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",eng,,4.32,116771.0,Fiction,1041.39,0.0,3.99,"Amazon Digital Services,  Inc.",261.0,1041.39
322,1990,Maniac Magee,Jerry Spinelli,eng,Intermediate,3.86,99831.0,Fiction,777.4,0.0,2.99,"Amazon Digital Services,  Inc.",260.0,777.4
323,1999,Invisible Monsters,Chuck Palahniuk,eng,Intermediate,4.0,54937.0,Fiction,771.42,462.852,2.99,Simon and Schuster Digital Sales Inc,258.0,308.568
325,2000,Gathering Blue,Lois Lowry,eng,Intermediate,3.8,114917.0,Fiction,997.5,0.0,3.99,"Amazon Digital Services,  Inc.",250.0,997.5
326,1978,The Westing Game,Ellen Raskin,eng,,4.03,117108.0,Fiction,997.5,598.5,3.99,"Amazon Digital Services,  Inc.",250.0,399.0
327,2014,Red Rising,Pierce Brown,eng,,4.26,104939.0,Fiction,246.51,147.906,0.99,"Amazon Digital Services,  Inc.",249.0,98.60399999999998
328,2008,The Way of Shadows,Brent Weeks,en-US,,4.15,109236.0,Fiction,744.51,446.706,2.99,Random House LLC,249.0,297.804
329,1988,The Bean Trees,Barbara Kingsolver,eng,Intermediate,3.94,105032.0,Children,1635.93,981.558,6.57,"Amazon Digital Services,  Inc.",249.0,654.3720000000001
